,Player,Player Name,Team,Age,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,ORB_PCT,DREB,DRB_PCT,AST,AST_PCT,STL,STL_PCT,BLK,BLK_PCT,TOV,TOV_PCT,PF,PTS
85,Terance Mann,Terance Mann,LAC,27,75,71,24.973333333333333,6.696855246419225,12.998226915294008,0.5152129817444219,1.8719556003770277,5.378576654604417,0.34803921568627455,2.0828801750673973,2.5047293244481357,0.8315789473684212,2.2938047497577663,0.05577723429219407,4.403050496661459,0.09998065483170117,3.137503048519243,0.24001613553852355,1.133719588960735,0.022446852574277216,0.3954835775444424,0.01422625996665776,1.265547448142216,0.08236101578586136,3.823007916262944,17.348546268282874
86,Austin Reaves,A. Reaves,LAL,26,82,57,32.06097561,8.269432091021054,17.00933515439779,0.4861702127659575,2.786635759,7.599915707,0.3666666666359646,4.198048676404562,4.921850172336382,0.8529411764705884,1.0314171317028449,0.024887065913277735,5.338036032,0.11663796488595182,8.142766829232984,0.38243192711697327,1.1942724682875046,0.01787810795097301,0.452375935,0.012245445669212941,3.1485365073034206,0.14104143700149147,2.7685407219392144,23.523548617784176
87,Rui Hachimura,R. Hachimura,LAL,26,68,39,26.83823529411765,9.462237126138724,17.62113581,0.5369822483729398,2.554543356,6.0474903946671725,0.42241379304259163,2.580610125,3.492947038299143,0.738805970060343,1.5118725986667931,0.03647997678047022,6.151757470437297,0.13441806453204497,2.111408284345005,0.11203939357524313,1.0687375266437678,0.019112256768572543,0.651669224,0.021072938076332468,1.199071371356422,0.05890186435802437,2.632743663195623,24.05962773395604
88,LeBron James,L. James,LAL,39,71,71,35.267605633802816,13.013865624713048,24.10889850768008,0.5397951142631995,2.8307532526748083,6.896398863899029,0.4104683195592287,5.756498225238034,7.675330966984045,0.7500000000000001,1.1588989826386795,0.027963075734589116,8.682243197801258,0.18971006774134064,11.190024602855452,0.3611812897054134,1.6908526140138118,0.02301042530494408,0.7219370711519644,0.017765408703680194,4.654594274532403,0.14481959616021184,1.4818708302592958,34.61498272733893
89,Anthony Davis,A. Davis,LAL,31,76,76,35.526315789473685,12.562493117498072,22.605439929523175,0.5557287607170694,0.510956943,1.8852549278713795,0.27102803734713793,7.417685276951876,9.091509745622728,0.815891472868217,4.210989979077193,0.10160698513551468,12.721065961898468,0.2779597657417593,4.6867085122783845,0.1860087829711058,1.6033476489373415,0.02166069543300422,3.1362184781411737,0.07661397103388129,2.8014535844070036,0.09526434357474958,3.118599273207796,33.05362845501596
90,Cam Reddish,C. Reddish,LAL,24,48,26,20.5,4.399429524523193,11.312818777345354,0.3888888888888889,1.7887790374434966,5.317991732940125,0.33636363636363636,1.9821605550049552,2.6106504870796976,0.7592592592592591,1.3053252435398488,0.031496195259631175,3.4808673161062633,0.07605817520803496,2.3205782107375086,0.1833740831295844,2.272232831347144,0.053197820291260314,0.6768353114651067,0.02865371804447278,1.4987067611013074,0.10735558941681672,3.094104280983345,12.569798641494838
91,Taurean Prince,T. Prince,LAL,30,78,49,27.025641025641026,5.709525090128126,12.908491508115764,0.44230769230769224,3.1819882913362285,8.033956253302815,0.3960674157303372,1.1283646423178115,1.5345759135522234,0.735294117647059,0.4739131497734808,0.011435051283382855,4.716564204888451,0.10305858686869883,2.685507848716391,0.18197944702715924,1.308902985088661,0.023244827239082052,0.78985525,0.025364326855164668,1.6474123777840046,0.10816096722574527,3.2948247555680092,15.729403113910289
92,Luke Kennard,L. Kennard,MEM,28,39,22,25.615384615384617,6.898955982459037,15.412561237408482,0.44761904761904775,5.235377944135582,11.645046268264188,0.44957983193277323,1.9571506333217128,2.2017944624869266,0.8888888888888891,0.5382164241634709,0.011718998083219493,4.990734114970366,0.11775340893927895,6.654312153293823,0.35997882477501336,0.9785753166608564,0.018768273284921647,0.097857532,0.003578727073530551,2.6421533549843117,0.1388888888888889,1.9082218674886695,20.99044054237537
93,GG Jackson,G. Jackson,MEM,19,48,18,25.6875,9.553966531384878,22.319017249666754,0.428063943161634,4.043587494611027,11.337902190772098,0.35664335664335656,4.558946685100668,6.065381241916542,0.7516339869281045,2.1010797766116123,0.045748417865680346,5.668951095386049,0.13375553600208784,2.338937864529908,0.09185452733839829,1.11000441,0.021229208760284366,0.951432352,0.03469694815276555,2.576795952448204,0.09348213772076165,2.5371529377951547,27.710467242481457
94,Jaren Jackson Jr.,J. Jackson,MEM,24,66,66,32.18181818181818,11.874762677344748,26.741229129989527,0.4440619621342513,2.6925333977700303,8.422796782767787,0.319672131147541,7.755416709816242,9.596465186923952,0.8081534772182256,1.956114006926945,0.04259196722464405,6.443669669876995,0.1520345608936852,3.5440183184323475,0.10841405722009463,1.841048477107713,0.028105129456375444,2.4393892321677195,0.07100774600419982,3.682096954215426,0.10627839625900047,5.408079901503907,34.19747546227576
95,Santi Aldama,S. Aldama,MEM,23,61,35,26.524590163934427,7.461878711743395,17.15930003348279,0.4348591549295774,3.2022637386429147,9.183850722,0.3486842105318482,1.6313419045916735,2.6282730685088076,0.6206896551724137,2.1751225394555647,0.04736060760365276,8.458809876,0.1995805978684468,4.168984867289832,0.22874950271847233,1.2990315166192956,0.024060350429693383,1.6313419045916735,0.05761446207206053,2.084492433644916,0.10217983651226156,2.6886931390492403,19.75736306672138
96,Desmond Bane,D. Bane,MEM,26,42,42,34.357142857142854,12.194553946081442,26.286038505997777,0.46391752577319584,4.640705251703215,12.194553946081442,0.38055555555555554,4.742326534587227,5.453675514775312,0.8695652173913043,1.219455394608144,0.026552135517224587,5.047190383239263,0.11908546107660113,7.790965021107587,0.24923063586320482,1.4565717213375051,0.020827914017281502,0.7452227411494214,0.020319090288071783,3.793861227669782,0.11680780943640232,4.064851315360481,33.77213967845332
97,Bismack Biyombo,B. Biyombo,MEM,31,30,27,23.933333333333337,4.561210422706204,8.101254332866242,0.5630252100840337,0.0,0.0,0.0,1.4977108850677086,3.1315773051415734,0.47826086956521724,3.8804327476754272,0.08449163178687866,9.122420845412408,0.21523810477177233,3.471966142656961,0.4241516966067864,0.6807776750307768,0.01397439640699044,2.3146440951046405,0.09059750431778575,2.586955165116952,0.21439855563078314,5.582376935,10.620131730480118
98,John Konchar,J. Konchar,MEM,28,55,23,21.345454545454544,3.663906015259336,8.660141490612977,0.423076923076923,1.5821412338619858,4.996235475353641,0.31666666666666654,0.8743412081868871,1.0408823906986748,0.8400000000000002,2.997741285212184,0.06527211507896949,7.702529691170197,0.1817366158358624,4.579882519074172,0.5699481865284975,2.123400077025297,0.048871690761877265,2.123400077025297,0.09318835015177374,1.915223598885562,0.17358490566037735,3.1642824677239716,9.784294472567543
99,Jimmy Butler,J. Butler,MIA,34,60,60,34.03333333333333,9.676217315786364,19.376869523784315,0.4993694829760402,1.4660935326949038,3.543059370679351,0.41379310344827586,9.627347531,11.215615525116016,0.8583877995318864,2.565663682216082,0.05988739594128059,5.204632041066908,0.12347524226579286,7.281597879051357,0.30041533932819875,1.930356484714957,0.02840868535925125,0.4153931675968894,0.011953165595482013,2.4923590055813363,0.09298424737456241,1.6615726703875575,30.445875695630832
100,Bam Adebayo,B. Adebayo,MIA,26,71,71,34.028169014084504,10.945739422560612,21.003428288196503,0.5211406096361847,0.3097850779969985,0.8673982183915959,0.3571428571428571,6.030482851674907,7.992455012322561,0.7545219638242897,3.283721826768185,0.07664821798889586,11.937051672151012,0.28319587927218576,5.741350112211039,0.2335584904392244,1.6728394211837925,0.024622592537058074,1.3630543431867934,0.03922858690562307,3.3456788423675845,0.1200640341515475,3.283721826768185,28.231746774793137
101,Jaime Jaquez Jr.,J. Jaquez,MIA,23,75,20,28.173333333333332,8.052320404426416,16.45884845127628,0.4892395982783358,1.5348997838349472,4.769996251302451,0.3217821782178218,3.3531656816086537,4.132422494940243,0.8114285714285714,1.9363351119148564,0.04519768835098725,4.793610094130681,0.11372411402578284,4.604699351504842,0.24314214463840406,1.818265897773707,0.03232490558469264,0.4722768565645991,0.016416724301802514,2.5975227111052943,0.12443438914027147,3.943511752314403,20.99270627429643
