,Player 1,Player 2,Team,Position,MP,PTS,FG,FGA,FG%,3P,3PA,eFG%,FT,FTA,FT%,DRB,DRB%,ORB,ORB%,TRB,TRB%,AST,STL,BLK,TOV,PF,ORTG2,DRTG2,Dist._diff,0-3_x_diff,3-10_x_diff,10-16_x_diff,16-3P_x_diff,3P_x_diff,USG%_diff,Assists,APM,PIE,Compatibility Score,Rank
16,Bogdan Bogdanovic,T. Young,ATL,GG,915:10:00,71.61592594960119,61.54137513468532,48.620614325,61.20375698697366,81.38443877740956,65.68405938255506,73.7009159675235,37.0847794,38.194046275,61.91158383099767,32.94484445,20.267589525,20.983174375,20.267589525,21.575469749999996,22.065364799999998,62.28329170047513,85.99745551898583,45.777713575,5.788081299999997,29.543831850000004,36.593308400000005,16.294720499999997,4.494382024999998,0.24937655000000225,12.023460400000003,19.076923075000003,6.95652175,16.480446925,13.3438412,54.6875,84.61115194997791,89.30016346813817,-0.632009499,482.0
17,S. Bey,O. Okongwu,ATL,FC,890:52:00,77.02401324116312,63.67311894482539,28.6525419,77.65712751002492,77.75609372360061,65.68405938255506,87.95963831857144,51.368344825,45.952723925,76.1754912957345,63.24762279806483,40.594294475000005,31.053021724999997,40.594294475000005,46.33189175,47.784855375,48.686877725,44.637340275,45.777713575,51.10835145,43.699190675,67.56050756264536,25.184013725,43.258426975,33.915211975000005,22.8739003,5.846153850000002,2.608695649999998,45.391061449999995,1.8668875249999994,5.078125,6.536583174999999,68.28401611897662,-0.357089267,268.0
18,C. Capela,D. Hunter,ATL,FC,917:21:00,72.0665999,77.52945371073594,74.03452466826299,63.73504475975078,66.87105856217383,64.038117054132,67.59003495993153,19.505006549999997,32.375038075,24.306736875000002,54.58968612831061,66.19088587349555,62.52129467864926,66.19088587349555,62.83617309989471,63.670423067898206,89.4761196306224,76.1498090348295,58.62952382862991,21.551653525,63.51669299525105,48.435106125,33.0353695,76.40449438202246,65.71072319201993,41.64222875,38.769230775000004,37.39130435,63.82681565,3.4459620000000024,7.03125,9.285523275000001,49.3491111,0.057366536,41.0
19,C. Capela,T. Young,ATL,GC,936:35:00,43.223467675,47.685040375,56.78937121770803,38.422167025,58.40492010328634,35.2341263,45.183471274999995,18.406270749999997,29.46553395,31.438690599999997,37.2738128,54.89827201846601,58.74510192408828,54.89827201846601,51.283176175,51.567133399999996,52.085981225,52.51545747285431,63.77024792705052,45.197011875,46.530262425000004,49.65032315,28.321757874999996,84.83146067415728,71.32169576059849,29.912023450000003,44.923076925,27.82608695,64.66480446927375,20.686426400000002,29.296875,43.367671125,23.864119099999996,-0.170007761,131.0
20,A. Horford,J. Tatum,BOS,FC,1302:07:00,64.48515665847832,49.726966425,52.73303575810182,42.886678675,63.42338056758984,56.351062423005416,53.362709845876054,48.3817895,53.29377332586439,53.728527535570535,51.433286450000004,59.44761123984297,56.06627437533491,59.44761123984297,58.13402947151128,59.39632638196459,70.46103599782695,70.07684613281582,40.547680075,35.20748985,53.441290422226,59.54449981680961,72.37488107499999,10.112359549999999,4.738154625000002,3.5190615749999985,20.923076925,30.869565225000002,26.39664805,46.752389725,30.859375,31.5598515,63.578760139898606,-0.266323274,205.0
21,J. Brown,J. Tatum,BOS,FF,1579:09:00,38.360261725,40.539902475,38.796698225,50.135228975000004,36.473852949999994,26.213402274999996,35.00777705,53.23058593165288,59.55249104257951,52.96469481815061,33.483274525,42.368427525,41.104242424999995,42.368427525,38.59657655,39.41674095,47.535622675,54.821591311716645,51.4834997,32.069888925,44.580320075,37.6176131,69.55887077580556,13.483146075000002,3.1172069749999975,20.527859250000002,8.307692300000003,9.565217399999998,14.10614525,2.3149515750000016,27.734375,22.306760949999997,51.48601202500001,-0.601639738,462.0
22,J. Holiday,D. White,BOS,GG,1401:50:00,48.5830467,51.258143749999995,36.262818675,62.216146131251534,42.8566358,36.8502235,56.186545660981245,45.957391275,47.0350556,66.713683725,30.219635975000003,29.307875275,28.782569024999997,29.307875275,27.432317750000003,28.460194100000002,58.99832933563969,59.90667625208304,51.4834997,19.5194852,50.48763365,54.13812466453665,64.22208265,12.921348324999999,6.109725675,7.917888574999998,5.846153850000002,12.173913050000001,17.17877095,8.995095925000001,24.609375,22.521804975,51.035714750000004,-0.568229781,443.0
23,J. Brown,D. White,BOS,GF,1848:03:00,50.8547767,54.3204983936618,38.163228325,62.216146131251534,42.1474377,38.623027050000005,56.186545660981245,48.3817895,56.42313218422195,45.32636765,36.746913049999996,39.354453925,37.5837643,39.354453925,37.2010442,38.12773545,66.64013377709786,52.279048849999995,58.04499146078589,19.5194852,44.580320075,40.614270499999996,66.80758254064436,28.08988765,16.58354115,13.19648095,12.0,20.0,36.871508375,34.863958375,47.265625,33.632425225,76.46583491894319,-0.312681529,238.0
24,S. Hauser,P. Pritchard,BOS,GF,1063:13:00,79.25140161464135,77.28815825325917,84.40653016616021,36.8462201,82.57172914024997,62.55587480628127,59.01038147608645,2.3182233750000005,13.655227775,20.119887975,74.27875619999999,86.071044675,78.9493820808458,86.071044675,84.64914413955415,86.46544212732154,72.3714871,92.95972836446458,33.986188299999995,38.345090775,85.93151499179655,63.77666744018824,52.70152882056289,20.224719099999998,7.481296749999999,20.2346041,17.230769224999996,20.0,32.262569825,11.633525075000001,29.6875,38.1529806,61.057691178214256,-0.259385508,199.0
25,J. Brown,K. Porzingis,BOS,FC,1357:30:00,50.8547767,65.03873966147391,28.661179999999998,81.5456135893082,29.381871999999998,28.872607574999996,64.65805310629685,53.23058593165288,58.50937142312698,52.96469481815061,66.11965985808828,43.875414325,37.5837643,43.875414325,48.365303025,49.0842823,37.983367125,29.3961666,77.72946677280805,63.44589821284908,32.765692975,46.151916825,75.0775550592428,8.988764049999997,0.498753125000001,17.888563050000002,2.1538461499999997,5.652173924999998,8.938547475000004,1.9259894499999985,34.375,33.817854125000004,59.0281542637962,-0.482279445,376.0
26,S. Hauser,J. Holiday,BOS,GF,709:20:00,69.02861664499001,57.382853041608115,59.701204527874665,41.67858695,73.35215390156176,60.78307126820245,60.42229938363904,27.77440465,31.388261325,49.145531225,48.169647925,69.99651883102865,67.507828225,69.99651883102865,66.50722357720905,65.84135394038292,45.625171575,52.279048849999995,20.863204749999998,72.85870099893931,85.93151499179655,54.65586650966083,58.023834725,39.3258427,11.346633425000002,50.146627575000004,22.15384615,13.913043474999998,51.117318425,21.681311100000002,3.515625,6.272146750000002,57.08686708237926,-0.298621502,219.0
